_link,id,tag,date,ocid,Payment Mode,initiationType,fiscal_year,buyer_name,tender_id,tender_stage,tender_title,tender_allowTwoStageTender,tender_status,tender_submissionMethodDetails,tender_procurementMethod,tender_mainProcurementCategory,tender_contractType,tender_numberOfTenderers,tender_datePublished,tender_allowPreferentialBidder,tender_externalReference,tender_value_amount,tender_bidOpening_date,tender_tenderPeriod_durationInDays,tenderclassification_description
id-4.242,ocds-kjhdrl-2017_HFWD_2489_11-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2489_11,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2489_11,Technical Bid Opening,Supply and installation of Neurosurgery and Anaesthesia Equipments at JMCH,No,NA,NA,Open Tender,Goods,Supply,2,2017-06-14 18:00:00,No,IFB NO SMEJ/JMCH/989/Pt.VII/2017/1486 Date 07/06,95000000,27-07-2017 12:00,365,Machineries
id-4.243,ocds-kjhdrl-2017_HFWD_2489_17-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2489_17,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2489_17,Technical Bid Opening,Supply and installation of Neurosurgery and Anaesthesia Equipments at JMCH,No,NA,NA,Open Tender,Goods,Supply,5,2017-06-14 18:35:00,No,IFB NO SMEJ/JMCH/989/Pt.VII/2017/1486 Date 07/06,95000000,27-07-2017 12:00,365,Machineries
id-4.244,ocds-kjhdrl-2017_HFWD_2489_23-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2489_23,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2489_23,Technical Bid Opening,Supply and installation of Neurosurgery and Anaesthesia Equipments at JMCH,No,NA,NA,Open Tender,Goods,Supply,5,2017-06-15 9:00:00,No,IFB NO SMEJ/JMCH/989/Pt.VII/2017/1486 Date 07/06,95000000,27-07-2017 12:00,365,Machineries
id-4.245,ocds-kjhdrl-2017_HFWD_2489_28-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2489_28,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2489_28,Technical Bid Opening,Supply and installation of Neurosurgery and Anaesthesia Equipments at JMCH,No,NA,NA,Open Tender,Goods,Supply,1,2017-08-29 9:00:00,No,IFB NO SMEJ/JMCH/989/Pt.VII/2017/1486 Date 07/06,95000000,07-09-2017 12:00,365,Machineries
id-4.246,ocds-kjhdrl-2017_HFWD_2489_41-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2489_41,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2489_41,Technical Bid Opening,Supply and Installation of Neurosurgery and Anaesthesia Equipements at JMCH,No,NA,NA,Open Tender,Goods,Supply,1,2017-08-30 9:00:00,No,IFB NO SMEJ/JMCH/989/Pt.VII/2017/1486 Date 07/06,95000000,07-09-2017 12:00,365,Machineries
id-4.247,ocds-kjhdrl-2017_HFWD_2489_5-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2489_5,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2489_5,Technical Evaluation,Supply and installation of Neurosurgery and Anaesthesia Equipments at JMCH,No,NA,NA,Open Tender,Goods,Supply,3,2017-06-14 17:10:00,No,IFB NO SMEJ/JMCH/989/Pt.VII/2017/1486 Date 07/06,95000000,27-07-2017 12:00,365,Machineries
id-4.248,ocds-kjhdrl-2017_HFWD_2489_52-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2489_52,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2489_52,Financial Evaluation,Supply and installation of Neurosurgery and Anaesthesia Equipments at JMCH,No,NA,NA,Open Tender,Goods,Supply,1,2017-09-18 9:00:00,No,IFB NO SMEJ/JMCH/989/Pt.VII/2017/1486 Date 07/06,95000000,25-09-2017 12:00,365,Machineries
id-4.249,ocds-kjhdrl-2017_HFWD_2489_8-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2489_8,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2489_8,To be Opened,Supply and installation of Neurosurgery and Anaesthesia Equipments at JMCH,No,NA,NA,Open Tender,Goods,Supply,1,2017-06-14 17:35:00,No,IFB NO SMEJ/JMCH/989/Pt.VII/2017/1486 Date 07/06,95000000,27-07-2017 12:00,365,Machineries
id-4.250,ocds-kjhdrl-2017_HFWD_2594_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2594_2,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2594_2,To be Opened,PATIENT DIET WITH CATERING SERVICES AT JMCH,No,NA,NA,Open Tender,Services,Works,1,2017-07-29 18:00:00,No,SMEJ/JMCH/989/PT-VII/2017/1721 dtd. 29/06/2017,0,07-08-2017 12:00,365,Hotel/ Catering
id-4.251,ocds-kjhdrl-2017_HFWD_2982_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_2982_1,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_2982_1,To be Opened,supply and installationof equipments at RIO GMCH,No,NA,NA,Open Tender,Goods,Supply,1,2017-12-08 11:00:00,No,MCH/72/eye/2017/22,2000000,01-09-2017 12:00,365,Medical Equipments/Waste
id-4.252,ocds-kjhdrl-2017_HFWD_3251_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_3251_4,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_3251_4,Financial Evaluation,"OUTSOURCING OF MECHANISED CLEANING WITH WASTE DISPOSAL (GENERAL AND BIO-MEDICAL) AT JMCH, JORHAT",No,NA,NA,Open Tender,Services,Works,1,2017-11-11 9:00:00,No,NO. SMEJ/JMCH/2143/2017/2816 DATED 15-9-2017,0,21-11-2017 12:00,180,Housekeeping/ Cleaning
id-4.253,ocds-kjhdrl-2017_HFWD_3535_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_3535_1,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_3535_1,Technical Bid Opening,Dier AMCH,No,NA,NA,Open Tender,Services,Supply,5,2017-10-17 12:30:00,No,MCH/2017/20193,1000000,27-10-2017 12:30,730,Miscellaneous Services
id-4.254,ocds-kjhdrl-2017_HFWD_3671_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_3671_1,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_3671_1,To be Opened,RFP,No,NA,NA,Open Tender,Goods,Supply,1,2017-10-27 11:00:00,No,DME/168/2017/13191,50000000,21-08-2018 16:00,730,Civil Construction Goods
id-4.255,ocds-kjhdrl-2017_HFWD_3725_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_3725_1,Offline,tender,2016-2017,Health and Family Welfare Department,2017_HFWD_3725_1,Technical Evaluation,TENDER TNEIF MICROBIOLOGY,No,NA,NA,Open Tender,Goods,Supply,7,2017-01-11 12:00:00,No,DME/232/2017/13379,10000000,29-11-2017 13:00,730,Medical Equipments/Waste
id-4.256,ocds-kjhdrl-2017_HFWD_4385_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_4385_1,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_4385_1,Financial Bid Opening,Supply and installation of Medical gas pipe line system Refloted,No,NA,NA,Open Tender,Works,Turn-key,1,2017-12-13 17:00:00,No,SMET/TMC/e-NIT/792/2017/4753,2547015,21-12-2017 15:00,90,Civil Works
id-4.257,ocds-kjhdrl-2017_HFWD_4391_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_HFWD_4391_1,Offline,tender,2017-2018,Health and Family Welfare Department,2017_HFWD_4391_1,AOC,SUPPLY OF SURGICAL ITEMS FOR ALL MEDICAL COLLEGES OF ASSAM,No,NA,NA,Open Tender,Goods,Turn-key,13,2017-12-15 11:00:00,No,DME/217/2016/15778,280000000,18-01-2018 13:00,730,Medical Equipments/Waste
id-4.258,ocds-kjhdrl-2017_ICD_1533_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_1533_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_1533_1,Technical Evaluation,Gas Pigging and Cleaning of Natural Gas Pipelines,No,NA,NA,Open Tender,Works,Works,3,2017-07-01 11:30:00,No,GP/PL/01/2015/Pt-III/47,0,27-01-2017 14:30,365,Oil/Gas
id-4.259,ocds-kjhdrl-2017_ICD_1909_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_1909_1,Offline,tender,2016-2017,Industries and Commerce Department,2017_ICD_1909_1,To be Opened,Construction of Assam type building at top floor of Udyog Bhawan Gr. No. I,No,NA,NA,Open Tender,Works,Item Rate,5,2017-03-16 10:30:00,No,EE-G/NIT/667/16-17/137/3023-26 dtd14/3/17,4633816,01-04-2017 14:00,180,Civil Works
id-4.260,ocds-kjhdrl-2017_ICD_1909_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_1909_2,Offline,tender,2016-2017,Industries and Commerce Department,2017_ICD_1909_2,To be Opened,"Construction of 2(Two) nos main gate with security room at Industrial Area Malinibill, Silchar",No,NA,NA,Open Tender,Works,Item Rate,3,2017-03-16 10:30:00,No,EE-G/NIT/667/16-17/137/3023-26 dtd14/3/17,1528900,01-04-2017 14:00,180,Civil Works
id-4.261,ocds-kjhdrl-2017_ICD_2021_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2021_1,Offline,tender,2016-2017,Industries and Commerce Department,2017_ICD_2021_1,To be Opened,Improvement of Main Common Approach Road of Food Processing Park IGC Chaygaon starting from Lampara at NH 37 from Ch 0 m to 2100 m,No,NA,NA,Open Tender,Works,Item Rate,0,2017-03-28 14:00:00,No,SIDC/CD/FPP/AR/1937/16-17/2893 dtd 27.3.2017,15700000,11-04-2017 15:00,120,Civil Works – Roads
id-4.262,ocds-kjhdrl-2017_ICD_2081_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2081_2,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2081_2,AOC,Hiring of Services for Online Modification and Repairing of existing Duliajan to Numaligarh natural gas pipeline (including OFC) of DNPL at NH37 crossing points at different locations,No,NA,NA,Open Tender,Works,Works,1,2017-05-16 13:00:00,No,NHIDCL/DNPL/11/56/02,40515000,22-06-2017 15:00,210,Oil/Gas
id-4.263,ocds-kjhdrl-2017_ICD_2125_17-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2125_17,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2125_17,To be Opened,Development of site by Earth Filling at MIE Pathsala District Barpeta Gr17,No,NA,NA,Open Tender,Works,Item Rate,1,2017-04-17 10:30:00,No,EE-G/NIT/690/2017-18/32/42-45 dtd12/4/2017,4592740,11-05-2017 14:30,180,Civil Works
id-4.264,ocds-kjhdrl-2017_ICD_2125_18-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2125_18,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2125_18,To be Opened,Construction of Internal Road at Industrial Estate Senchowa District  Nagaon (Section A) Gr18,No,NA,NA,Open Tender,Works,Item Rate,1,2017-04-17 10:30:00,No,EE-G/NIT/690/2017-18/32/42-45 dtd12/4/2017,4418357,11-05-2017 14:30,180,Civil Works
id-4.265,ocds-kjhdrl-2017_ICD_2222_11-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2222_11,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2222_11,To be Opened,Setting up of Project Management Unit(PMU) under EODB at DICC  office Sivasagar Gr11,No,NA,NA,Open Tender,Works,Item Rate,1,2017-09-05 10:30:00,No,AIIDC/1719/2017/19600 date05/05/2017,2379689,29-05-2017 14:30,180,Civil Works
id-4.266,ocds-kjhdrl-2017_ICD_2222_16-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2222_16,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2222_16,Bid Opening,Setting up of Project Management Unit(PMU) under EODB at DICC office Dima Hasao  Haflong  Gr16,No,NA,NA,Open Tender,Works,Item Rate,3,2017-09-05 10:30:00,No,AIIDC/1719/2017/19600 date05/05/2017,2481717,29-05-2017 14:30,180,Civil Works
id-4.267,ocds-kjhdrl-2017_ICD_2222_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2222_4,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2222_4,To be Opened,Setting up of Project Management Unit(PMU) under EODB at DICC office Goalpara Gr4,No,NA,NA,Open Tender,Works,Item Rate,1,2017-09-05 10:30:00,No,AIIDC/1719/2017/19600 date05/05/2017,2229944,29-05-2017 14:30,180,Civil Works
id-4.268,ocds-kjhdrl-2017_ICD_2295_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2295_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2295_1,Financial Bid Opening,SP/CIR-COMP/7/89/PT III/164,No,NA,NA,Open Tender,Goods,Supply,2,2017-05-24 10:00:00,No,SP/CIR-COMP/7/89/PT III/164,3000000,23-06-2017 14:30,180,Mechanical Engg Items
id-4.269,ocds-kjhdrl-2017_ICD_2348_8-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2348_8,Offline,tender,2016-2017,Industries and Commerce Department,2017_ICD_2348_8,To be Opened,Setting up of Project Management Unit (PMU) under EODB at DICC office Nagaon Gr13,No,NA,NA,Open Tender,Works,Item Rate,2,2017-01-06 10:30:00,No,AIIDC/1719/2017/19681 date31stMay2017,2241594,12-06-2017 14:30,180,Civil Works
id-4.270,ocds-kjhdrl-2017_ICD_2510_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2510_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2510_1,AOC,Construction of office of Ease Of Doing Business (EODB) at Udyog Bhawan Bamunimaidam Guwahati 21,No,NA,NA,Open Tender,Works,Item Rate,3,2017-06-17 11:00:00,No,AIIDC/1671/2016/8/17936 Dated 14/06/2017,3663973,01-07-2017 14:30,180,Civil Works - Others
id-4.271,ocds-kjhdrl-2017_ICD_2611_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2611_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2611_1,Financial Evaluation,CATHODIC PROTECTION,No,NA,NA,Open Tender,Works,Works,6,2017-08-07 9:00:00,No,Elect/192/CPSURVEY/2016/162,1500000,21-07-2017 14:30,180,Survey
id-4.272,ocds-kjhdrl-2017_ICD_2642_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2642_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2642_1,Technical Evaluation,Spot Leak 1007 (Chemical),No,NA,NA,Open Tender,Goods,Buy,1,2017-07-15 9:00:00,No,MTL/PUR/TS/1/2017/62,5000000,10-08-2017 14:30,180,Supply of Materials
id-4.273,ocds-kjhdrl-2017_ICD_2803_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_2803_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_2803_1,Technical Evaluation,Construction of New road from  Laxmi Narayan Industry Gate to Hetero Health care Industry and Repairing of  Internal Road at Industrial Growth Centre Changsari,No,NA,NA,Open Tender,Works,Item Rate,6,2017-07-27 11:00:00,No,AIIDC/808/09/Part I/18087 dt 25/7/2017,3156153,14-08-2017 15:00,180,Civil Works – Roads
id-4.274,ocds-kjhdrl-2017_ICD_3030_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3030_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3030_1,Technical Evaluation,External electrical works  with street light lumanaries and  100 KVA transformer at the Quality Control Office Building  campus  Silchar Dist Cachar Gr No 2,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-19 11:00:00,No,AIIDC/1308/2013/303/18038 date 18/8/2017,733339,28-08-2017 15:00,180,Electrical Works
id-4.275,ocds-kjhdrl-2017_ICD_3041_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3041_3,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3041_3,To be Opened,Construction of Internal Road at Industrial Estate  Nalbari,No,NA,NA,Open Tender,Works,Works,2,2017-08-21 10:00:00,No,EE-G/690/2017-18/84-87/689-93 Date 17/8/17,4712895,08-09-2017 12:00,180,Civil Works
id-4.276,ocds-kjhdrl-2017_ICD_3041_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3041_4,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3041_4,Financial Bid Opening,Construction of Internal Road at Industrial Area Beheating District Dibrugarh (Section A) Group No 4,No,NA,NA,Open Tender,Works,Works,7,2017-08-21 10:00:00,No,EE-G/690/2017-18/84-87/689-93 Date 17/8/17,4124978,15-09-2017 12:00,180,Civil Works
id-4.277,ocds-kjhdrl-2017_ICD_3041_8-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3041_8,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3041_8,Financial Bid Opening,Development of site by Earth Filling at MIE Pathsala,No,NA,NA,Open Tender,Works,Works,5,2017-08-21 10:00:00,No,EE-G/690/2017-18/84-87/689-93 Date 17/8/17,4592740,15-09-2017 12:00,180,Civil Works
id-4.278,ocds-kjhdrl-2017_ICD_3191_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3191_2,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3191_2,Financial Bid Opening,Construction of Internal Road at Industrial Estate Senchowa District  Nagaon (Section B) Group No 19,No,NA,NA,Open Tender,Works,Item Rate,8,2017-08-09 10:00:00,No,EEG/690/2017-18/92-95/877-81 date 7/9/2017,4418357,19-09-2017 15:00,180,Civil Works
id-4.279,ocds-kjhdrl-2017_ICD_3254_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3254_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3254_1,Technical Bid Opening,Supply of 15 mm (1/2 inch) OD GI Pipe,No,NA,NA,Open Tender,Goods,Buy,3,2017-10-16 10:00:00,No,MTL/PUR/01/GIPIPE/2017-18/142,0,06-11-2017 14:30,180,Supply of Materials
id-4.280,ocds-kjhdrl-2017_ICD_3528_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3528_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3528_1,To be Opened,Supply of Commercial PRV,No,NA,NA,Open Tender,Goods,Buy,0,2017-10-19 10:00:00,No,MTL/PUR/07/COMPRV/17-18/08,0,09-11-2017 14:30,180,Supply of Materials
id-4.281,ocds-kjhdrl-2017_ICD_3542_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3542_2,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3542_2,AOC,"Monthly Lease or Rent of Guest House, Transhipment Platform and Weigh Bridge",No,NA,NA,Open Tender,Services,Item Rate,3,2017-11-12 14:00:00,No,AIDC/US/OM/GOLOK/769/15/5617,2520000,03-01-2018 15:00,90,Miscellaneous Services
id-4.282,ocds-kjhdrl-2017_ICD_3649_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3649_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3649_1,AOC,PROCUREMENT OF SPARES OF FIRE AND GAS DETECTION SYSTEM,No,NA,NA,Open Tender,Goods,Supply,2,2017-10-24 11:30:00,No,GD_DNPL_2013_01_113,0,28-11-2017 14:30,90,Supply of Materials
id-4.283,ocds-kjhdrl-2017_ICD_3811_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3811_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3811_1,To be Opened,Construction of Arterial Road Network -Street 1 Road 4 Road 5 and Road 6 along with Drainage Infrastructure,No,NA,NA,Open Tender,Works,Item Rate,0,2017-08-11 15:00:00,No,PP(TSK)/RD/405,75788000,29-11-2017 15:10,120,Civil Works – Roads
id-4.284,ocds-kjhdrl-2017_ICD_3811_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_3811_3,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_3811_3,AOC,"Construction of Arterial Road Network (Street-1, Road-4, Road-5 and Road-6) along with Drainage Infrastructure",No,NA,NA,Open Tender,Works,Item Rate,2,2018-03-14 17:00:00,No,PP(TSK)/RD/405,84367823,06-04-2018 16:30,120,Civil Works
id-4.285,ocds-kjhdrl-2017_ICD_4387_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_4387_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_4387_1,To be Opened,"Replacement of about 560 mtrs of pipeline in between Tingrai River and Bhekulajan Point near Tingrai river crossing of 300 mm N.B., M.S., Madhapur to Wilton pipeline",No,NA,NA,Open Tender,Works,Works,1,2017-12-14 14:00:00,No,PL/REP-DTGG/02/2017/11,0,03-01-2018 14:30,180,Oil/Gas
id-4.286,ocds-kjhdrl-2017_ICD_4455_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_4455_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_4455_1,Technical Evaluation,AssamBusinessIncubationHub,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-16 15:30:00,No,AIIDC/1756/2017/58/20000,7292617,05-01-2018 15:00,180,Composite Works
id-4.287,ocds-kjhdrl-2017_ICD_4645_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_4645_1,Offline,tender,2018-2019,Industries and Commerce Department,2017_ICD_4645_1,Technical Evaluation,Supply of Commercial and Residential PRV,No,NA,NA,Open Tender,Goods,Buy,2,2018-10-01 10:00:00,No,MTL/PUR/07/COMPRV/17-18/19,21200000,09-02-2018 14:30,365,Supply of Materials
id-4.288,ocds-kjhdrl-2017_ICD_4657_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_4657_3,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_4657_3,To be Opened,Erection of Brick Boundary wall around the plot of land for New Industrial Estate Powai Dist  Tinsukia Group 3  Section  C D,No,NA,NA,Open Tender,Works,Item Rate,1,2017-12-28 10:00:00,No,AIIDC/1803/2017/21-22/20023,9320386,11-01-2018 15:00,180,Civil Works
id-4.289,ocds-kjhdrl-2017_ICD_4735_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ICD_4735_1,Offline,tender,2017-2018,Industries and Commerce Department,2017_ICD_4735_1,Technical Evaluation,Design and Decoration of both interior and exterior of  THE STALL OF INDUSTRIES and COMMERCE DEPARTMENT SHOWCASING THE PHARMACEUTICAL and MEDICAL EQUIPMENT SECTOR AT SARUSOJAI GUWAHATI DURING ADVANTAGE ASSAM  GLOBAL INVESTORS SUMMIT,No,NA,NA,Open Tender,Works,Item Rate,3,2018-01-01 10:00:00,No,CIC(V)/333/2017/1/10760 dt29/12/17,1500000,08-01-2018 15:00,180,Composite Works
id-4.290,ocds-kjhdrl-2017_ID_1532_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_1532_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_1532_1,AOC,Construction of STW with Solar Driven 5HP Submerssible Pump,No,NA,NA,Open Tender,Works,Percentage,2,2017-07-01 10:00:00,No,NIT_NO_CMD_CAD_LA_T_7_2016_01,9368000,21-01-2017 15:00,75,Civil Works
id-4.291,ocds-kjhdrl-2017_ID_1525_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_1525_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_1525_1,AOC,Construction of Filed Channel at Different Chainages alonwith related structures,No,NA,NA,Open Tender,Works,Percentage,7,2017-07-01 10:00:00,No,NIT_NO_CMD_CAD_LA_T_7_2016_01,20000000,21-01-2017 15:00,75,Civil Works
id-4.292,ocds-kjhdrl-2017_ID_1725_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_1725_1,Offline,tender,2016-2017,Irrigation Department,2017_ID_1725_1,AOC,"Renovation of Head work, Bank Protection Work, Closing Bund",No,NA,NA,Open Tender,Works,Percentage,1,2017-02-18 10:00:00,No,SETCI/E/T/D/5649 dated.14.02.2017,7995400,02-03-2017 15:00,180,Civil Works
id-4.293,ocds-kjhdrl-2017_ID_2729_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_2729_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_2729_1,AOC,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION  UDALGURI GROUP 14,No,NA,NA,Open Tender,Works,Percentage,19,2017-07-14 13:00:00,No,No.DDP/VI/11/2017/1     Dt.07/07/2017,13372000,24-07-2017 15:00,180,Civil Works - Others
id-4.294,ocds-kjhdrl-2017_ID_2736_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_2736_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_2736_1,AOC,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION  UDALGURI GROUP 20,No,NA,NA,Open Tender,Works,Percentage,5,2017-07-14 14:00:00,No,No.DDP/VI/11/2017/1     Dt.07/07/2017,27934900,24-07-2017 15:00,180,Civil Works - Others
id-4.295,ocds-kjhdrl-2017_ID_2741_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_2741_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_2741_1,AOC,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION  UDALGURI GROUP 24,No,NA,NA,Open Tender,Works,Percentage,14,2017-07-14 14:30:00,No,NIT No.DDP/VI/11/2017/1     Dt.07/07/2017,12059800,24-07-2017 15:00,180,Civil Works - Others
id-4.296,ocds-kjhdrl-2017_ID_3663_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_3663_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_3663_1,To be Opened,"Dhansiri Project Division(I), Canal-II,Canal B3M,GROUP VII",No,NA,NA,Open Tender,Works,Percentage,0,2017-10-27 10:00:00,No,No MCI/TEN-2/2017-18/1  Dtd.20.10.107,2084300,13-11-2017 15:00,180,Civil Works
id-4.297,ocds-kjhdrl-2017_ID_3665_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_3665_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_3665_1,Financial Evaluation,"Dhansiri Project Division(I), Canal-II,Canal D2 B3M,GROUP IX",No,NA,NA,Open Tender,Works,Percentage,18,2017-10-27 10:00:00,No,No MCI/TEN-2/2017-18/1  Dtd.20.10.17,2599100,13-11-2017 15:00,180,Civil Works
