_link,id,tag,date,ocid,Payment Mode,initiationType,fiscal_year,buyer_name,tender_id,tender_stage,tender_title,tender_allowTwoStageTender,tender_status,tender_submissionMethodDetails,tender_procurementMethod,tender_mainProcurementCategory,tender_contractType,tender_numberOfTenderers,tender_datePublished,tender_allowPreferentialBidder,tender_externalReference,tender_value_amount,tender_bidOpening_date,tender_tenderPeriod_durationInDays,tenderclassification_description
id-4.298,ocds-kjhdrl-2017_ID_3674_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_3674_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_3674_1,Financial Evaluation,"Dhansiri Project Division(I), Canal-I,S5D3B1M Canal,GROUP XVII",No,NA,NA,Open Tender,Works,Percentage,13,2017-10-27 10:00:00,No,No MCI/TEN-2/2017-18/1    Dtd.20.10.17,2246000,13-11-2017 15:00,180,Civil Works
id-4.299,ocds-kjhdrl-2017_ID_4566_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_4566_1,Offline,tender,2017-2018,Irrigation Department,2017_ID_4566_1,AOC,Construction of F.C.,No,NA,NA,Open Tender,Works,Percentage,4,2017-12-21 10:00:00,No,NIT_NO_CMD_CAD_LA_T_7_2016_29,45000000,08-01-2018 15:00,180,Civil Works
id-4.300,ocds-kjhdrl-2017_ID_4571_21-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_4571_21,Offline,tender,2017-2018,Irrigation Department,2017_ID_4571_21,AOC,Construction of Field Channel,No,NA,NA,Open Tender,Works,Percentage,15,2017-12-21 17:00:00,No,CMD/CAD/LA/T/7/2016/29,17805000,08-01-2018 15:00,180,Civil Works
id-4.301,ocds-kjhdrl-2017_ID_4571_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_ID_4571_3,Offline,tender,2017-2018,Irrigation Department,2017_ID_4571_3,AOC,Construction of Field Channel,No,NA,NA,Open Tender,Works,Percentage,6,2017-12-21 17:00:00,No,CMD/CAD/LA/T/7/2016/29,35110000,08-01-2018 15:00,180,Civil Works
id-4.302,ocds-kjhdrl-2017_KAAC_4042_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_KAAC_4042_1,Offline,tender,2017-2018,Karbi Anglong Autonomous Council,2017_KAAC_4042_1,Financial Evaluation,Kohora Road 50by4,No,NA,NA,Open Tender,Works,Works,2,2017-12-25 11:00:00,No,KRD/SOPD/2017-18/1,14871602,16-01-2018 15:00,180,Civil Works
id-4.303,ocds-kjhdrl-2017_MMD_3754_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_MMD_3754_1,Offline,tender,2016-2017,Mines  and Minerals Department,2017_MMD_3754_1,To be Opened,Notice inviting quotation for hand auger and dry washer,No,NA,NA,Open Tender,Goods,Buy,0,2017-02-11 15:30:00,No,GM/ET/801/4367,0,08-12-2017 15:00,180,Machineries
id-4.304,ocds-kjhdrl-2017_NHM_1837_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_1837_1,Offline,tender,2017-2018,National Health Mission,2017_NHM_1837_1,To be Opened,PROCUREMENT OF AMBULANCE,No,NA,NA,Open Tender,Goods,Buy,1,2017-04-03 17:00:00,No,EMRI/190/2010-11/ 21052,70000000,17-03-2017 15:00,150,Vehicles/Vehicle Spares
id-4.305,ocds-kjhdrl-2017_NHM_1667_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_1667_1,Offline,tender,2016-2017,National Health Mission,2017_NHM_1667_1,To be Opened,FOR SUPPLY OF RTI-STI DRUG KIT,No,NA,NA,Open Tender,Goods,Buy,0,2017-03-02 11:00:00,No,RTI-STI/DRUG/3061 /2016-17/17817,2925000,24-02-2017 15:00,120,Medicines
id-4.306,ocds-kjhdrl-2017_NHM_1945_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_1945_1,Offline,tender,2016-2017,National Health Mission,2017_NHM_1945_1,Technical Evaluation,PROCUREMENT OF AMBULANCE,No,NA,NA,Open Tender,Goods,Buy,2,2017-03-18 10:00:00,No,Ambulance/531/11-12/ 22212,70000000,24-03-2017 15:00,150,Vehicles/Vehicle Spares
id-4.307,ocds-kjhdrl-2017_NHM_2002_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_2002_1,Offline,tender,2016-2017,National Health Mission,2017_NHM_2002_1,Technical Evaluation,Upgradation of existing Sonari SDCH to District Hospital in Charaideo District,No,NA,NA,Open Tender,Works,Turn-key,2,2017-03-24 18:00:00,No,Upgradation of existing Sonari SDCH to Dist Hospit,138855000,29-04-2017 15:30,180,Civil Works - Building
id-4.308,ocds-kjhdrl-2017_NHM_2015_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_2015_1,Offline,tender,2016-2017,National Health Mission,2017_NHM_2015_1,Technical Evaluation,Construction of CHC with Residential Qtrs at Dimakuch in Udalguri District,No,NA,NA,Open Tender,Works,Turn-key,5,2017-03-27 18:00:00,No,Construction of CHC at Dimakuchi in Udalguri Dist,75163000,12-04-2017 15:30,180,Civil Works - Building
id-4.309,ocds-kjhdrl-2017_NHM_2071_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_2071_1,Offline,tender,2017-2018,National Health Mission,2017_NHM_2071_1,Technical Evaluation,Upgradation of existing Lakhipur to SDCH in Goalpara District,No,NA,NA,Open Tender,Works,Turn-key,2,2017-10-04 12:00:00,No,Upgradation of existing Lakhipur to SDCH in Goalpa,89564000,29-04-2017 15:30,180,Civil Works - Building
id-4.310,ocds-kjhdrl-2017_NHM_2361_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_2361_1,Offline,tender,2016-2017,National Health Mission,2017_NHM_2361_1,To be Opened,For operationalization of Dialysis facility at district/ sub-district hospital,No,NA,NA,Open Tender,Services,Item Rate,2,2017-02-06 15:00:00,No,NHM_NCD_NDP_2016-171133_379,360000000,10-08-2017 15:00,180,Miscellaneous Services
id-4.311,ocds-kjhdrl-2017_NHM_3132_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_3132_1,Offline,tender,2016-2017,National Health Mission,2017_NHM_3132_1,To be Opened,Construction of 10 Bedded Geriatric unit at Ravi Boro Civil Hospital in Baksa District,No,NA,NA,Open Tender,Works,Turn-key,2,2017-01-09 10:00:00,No,Construction of 10 Bedded Geriatric Unit at Baksa,3500000,14-09-2017 15:30,180,Civil Works - Building
id-4.312,ocds-kjhdrl-2017_NHM_3231_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_3231_1,Offline,tender,2017-2018,National Health Mission,2017_NHM_3231_1,Technical Evaluation,Operation and Maintenance of Ambulance Management Services,No,NA,NA,Open Tender,Services,Buy,2,2017-09-16 15:00:00,No,EMRI/MISC/485/11-12/PT-I/16079,900000000,07-12-2017 16:00,180,Miscellaneous Services
id-4.313,ocds-kjhdrl-2017_NHM_3302_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_3302_1,Offline,tender,2017-2018,National Health Mission,2017_NHM_3302_1,Technical Evaluation,Upgradation of Neurosurgery Dept in Jorhat Medical College and Hospital in Jorhat,No,NA,NA,Open Tender,Works,Item Wise,3,2017-09-26 9:00:00,No,Upgradation of neurosurgery at JMCH,9615445,27-10-2017 15:30,225,Civil Works - Building
id-4.314,ocds-kjhdrl-2017_NHM_3769_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_3769_1,Offline,tender,2017-2018,National Health Mission,2017_NHM_3769_1,Technical Evaluation,e TENDER NOTICE  FOR ENTERING INTO RATE CONTRACT FOR SUPPLY OF DRUGS,No,NA,NA,Open Tender,Goods,Item Rate,7,2017-04-11 10:45:00,No,NHM/RCDRUGS/DROPPT2/3477,100000000,21-11-2017 15:00,180,Medicines
id-4.315,ocds-kjhdrl-2017_NHM_4227_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_4227_1,Offline,tender,2017-2018,National Health Mission,2017_NHM_4227_1,Financial Evaluation,eTENDER FOR ENTERING INTO RATE CONTRACT FOR SUPPLY OF ESSENTIAL CHEMICALS  REAGENTS,No,NA,NA,Open Tender,Goods,Item Rate,15,2017-09-12 11:00:00,No,RC-REGN/3472/2017-18,30000000,23-02-2018 15:00,120,Medicines
id-4.316,ocds-kjhdrl-2017_NHM_4437_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_4437_1,Offline,tender,2017-2018,National Health Mission,2017_NHM_4437_1,Technical Evaluation,Upgradation of BPHC  to SDCH,No,NA,NA,Open Tender,Works,Turn-key,1,2017-12-16 12:00:00,No,Up gradation of Existing Jonai BPHC,106300000,30-12-2017 15:30,180,Civil Works - Building
id-4.317,ocds-kjhdrl-2017_NHM_4506_16-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_NHM_4506_16,Offline,tender,2017-2018,National Health Mission,2017_NHM_4506_16,Technical Evaluation,FOR RATE CONTRACT OF MISCELLANEOUS ITEMS FOR DISTRICT EARLY INTERVENTION CENTERS (DEIC),No,NA,NA,Open Tender,Goods,Buy,7,2017-12-20 15:00:00,No,DEIC/2629/2015-16/Part 1/27212,12550000,06-03-2018 16:00,150,Miscellaneous Goods
id-4.318,ocds-kjhdrl-2017_PHED_1511_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PHED_1511_1,Offline,tender,2017-2018,Public Health Engineering Department,2017_PHED_1511_1,AOC,EVENT MANAGEMENT CONTRACT FOR THE PROPOSED ASCOSAN 17 TO BE HELD AT GUWAHATI  ASSAM,No,NA,NA,Open Tender,Works,Works,4,2017-04-01 16:45:00,No,PHE_1986_TB_2017_T_8227_37,9000000,27-01-2017 11:30,60,Miscellaneous Works
id-4.319,ocds-kjhdrl-2017_PHED_1638_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PHED_1638_1,Not Applicable,tender,2016-2017,Public Health Engineering Department,2017_PHED_1638_1,Bid Opening,EOI for implementation of solar operated community water treatment system for removal of chemical specifically Flouride and bacterial contamination for drinking water application in differenet affected habitations in Assam,No,NA,NA,Open Tender,Works,EOI,9,2017-01-25 16:00:00,No,PHE_22_MM_2016_17_T_8652,40500000,14-02-2017 11:30,60,Civil Works - Water Works
id-4.320,ocds-kjhdrl-2017_PHED_2499_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PHED_2499_4,Offline,tender,2017-2018,Public Health Engineering Department,2017_PHED_2499_4,Technical Evaluation,SUPPLY_OF_ FERRIC_ALUM,No,NA,NA,Open Tender,Goods,Supply,6,2017-06-14 16:00:00,No,PHE_46_MM_2015_16_T_2391_407,6500000,06-07-2017 11:00,60,Miscellaneous Goods
id-4.321,ocds-kjhdrl-2017_PHED_2501_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PHED_2501_3,Offline,tender,2017-2018,Public Health Engineering Department,2017_PHED_2501_3,To be Opened,Pkg_3_Supply_of_Hydrated_Lime,No,NA,NA,Open Tender,Goods,Supply,0,2017-06-14 16:15:00,No,PHE_46_MM_2015_16_T_2411_29,2000000,06-07-2017 11:00,60,Miscellaneous Goods
id-4.322,ocds-kjhdrl-2017_PHED_2531_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PHED_2531_4,Offline,tender,2017-2018,Public Health Engineering Department,2017_PHED_2531_4,Technical Evaluation,Pkg 4 Printing and installtion of Publicity Hoardings,No,NA,NA,Open Tender,Works,EOI,11,2017-06-19 16:30:00,No,RGRWSM_250_2017_2018_3516_530,4896000,03-07-2017 12:00,180,Miscellaneous Works
id-4.323,ocds-kjhdrl-2017_PHED_2608_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PHED_2608_2,Offline,tender,2017-2018,Public Health Engineering Department,2017_PHED_2608_2,Financial Evaluation,SUPPLY OF DIFFERENT SPARE PARTS FOR Mark_III DWHPELL,No,NA,NA,Open Tender,Goods,Supply,8,2017-06-07 18:00:00,No,PHE_7_MM_2015_16_T_3155_58,9000000,26-07-2017 15:00,60,Supply of Materials
id-4.324,ocds-kjhdrl-2017_PHED_2636_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PHED_2636_4,Offline,tender,2017-2018,Public Health Engineering Department,2017_PHED_2636_4,AOC,Pkg_4_Supply_of_Hydrated_Lime,No,NA,NA,Open Tender,Goods,Supply,1,2017-11-07 18:00:00,No,PHE_10_MM_2017_18_T_3423_41,2100000,24-07-2017 15:00,60,Miscellaneous Goods
id-4.325,ocds-kjhdrl-2017_PHED_2779_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PHED_2779_2,Offline,tender,2017-2018,Public Health Engineering Department,2017_PHED_2779_2,AOC,pkg25 Supply of Bleaching Powder,No,NA,NA,Open Tender,Goods,Supply,5,2017-07-24 16:00:00,No,PHE_3_MM_2017_18_T-3503_21,5500000,31-07-2017 15:00,60,Miscellaneous Goods
id-4.326,ocds-kjhdrl-2017_PNRD_1661_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PNRD_1661_2,Offline,tender,2017-2018,Principal Secretary- P and RD- Assam Secretariat,2017_PNRD_1661_2,To be Opened,Supply of Equipment and Accessories for the A_Satellite HUB and Studio RCITSD Kahikuchi B_15 Satellite Interactive Terminal SITs in different parts of Assam,No,NA,NA,Open Tender,Goods,Supply,2,2017-06-03 9:00:00,No,SIRD-261/16/28,3650000,20-03-2017 15:00,180,Electronics Equipment
id-4.327,ocds-kjhdrl-2017_PNRD_1669_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PNRD_1669_3,Offline,tender,2017-2018,Principal Secretary- P and RD- Assam Secretariat,2017_PNRD_1669_3,Technical Evaluation,ReTender Construction of Hostel Building G plus 2 for District Panchayat Resource Centre at Barpeta Dev Block Barpeta under RGPSA 2014-15,No,NA,NA,Open Tender,Works,Works,6,2017-10-11 9:00:00,No,SIRD-67/2015/76-2 (H.B. Barpeta),8820900,01-12-2017 15:00,180,Construction Works
id-4.328,ocds-kjhdrl-2017_PNRD_2210_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PNRD_2210_1,Not Applicable,tender,2017-2018,Principal Secretary- P and RD- Assam Secretariat,2017_PNRD_2210_1,AOC,Livelihood Handloom Intervention,No,NA,NA,Open Tender,Services,Works,7,2017-04-05 9:00:00,No,ASRLMS/LM/ Handloom/786/ 2017-18/20,0,14-06-2017 15:00,90,Consultancy
id-4.329,ocds-kjhdrl-2017_PNRD_2307_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PNRD_2307_1,Offline,tender,2017-2018,Principal Secretary- P and RD- Assam Secretariat,2017_PNRD_2307_1,AOC,Supply Installation and Commission of IT Equipment,No,NA,NA,Open Tender,Goods,Supply,5,2017-05-26 17:00:00,No,ASRLM/IT/801,0,23-06-2017 16:00,180,Electronics Equipment
id-4.330,ocds-kjhdrl-2017_PNRD_2747_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PNRD_2747_1,Offline,tender,2017-2018,Principal Secretary- P and RD- Assam Secretariat,2017_PNRD_2747_1,To be Opened,PRINTING and SUPPLY OF IEC Materials,No,NA,NA,Open Tender,Goods,Item Wise,4,2017-07-18 11:00:00,No,SIPRD-81/2017/7,0,09-08-2017 11:00,180,Publishing/Printing
id-4.331,ocds-kjhdrl-2017_PWBNH_1559_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1559_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_1559_1,Technical Evaluation,Construction of Assam Judicial Academy and National Law School at Amingaon Guwahati Assam under the schemes SPA ACA Balance work of Library Building G Plus 3,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-01 15:00:00,No,CE/REC/42/2016/3-1 Dated Guwahati the21th December,168447011,21-01-2017 12:00,180,Civil Works - Building
id-4.332,ocds-kjhdrl-2017_PWBNH_1593_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1593_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_1593_1,Technical Evaluation,Construction of Campus Boundary Wall with Iron Main Gate Earth Filling and approach road at Kirtanpara PHC Complex at Kirtanpara Bongaigaon under Annual Plan SCSP for the financial year 2016 17,No,NA,NA,Open Tender,Works,Item Rate,3,2017-01-16 15:00:00,No,CS/SE(B-I)/652/2016-173806-14 Dated 11/01/2017,3959900,25-01-2017 11:30,180,Civil Works - Building
id-4.333,ocds-kjhdrl-2017_PWBNH_1738_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1738_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_1738_1,Technical Evaluation,Construction of Colony Road in the Premises of Assam Govt Press Guwahati 21,No,NA,NA,Open Tender,Works,Item Rate,5,2017-02-18 14:30:00,No,CS/SE(B-I)/675/2016-17/4378-85 dtd.13-02-2017,4859200,27-02-2017 11:30,180,Civil Works
id-4.334,ocds-kjhdrl-2017_PWBNH_1773_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1773_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_1773_1,Technical Evaluation,Renovation of server rooms change Acs of the Server Room with precision ACs installation of new UPS system repair of UPS room and installation of Gas Based fire extinguisher system for server  area including repair and renovation of toilets in the of,No,NA,NA,Open Tender,Works,Item Rate,3,2017-02-22 13:00:00,No,SE/BII/GII/CS/1/16-17/1831-41 dtd 07.02.2017,2875275,28-02-2017 14:30,180,Civil Works - Building
id-4.335,ocds-kjhdrl-2017_PWBNH_1806_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1806_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_1806_1,To be Opened,Installation of Individual Digital Energy Meter to  the Govt Quarters under GAD_Group_7,No,NA,NA,Open Tender,Works,Item Rate,0,2017-02-03 9:00:00,No,CE/BLD/ELECT/6/93/PtIII/6 Dtd 20.02.17 (Gr-7),2596653,07-03-2017 14:30,180,Electrical Works
id-4.336,ocds-kjhdrl-2017_PWBNH_1836_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1836_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_1836_1,To be Opened,Establishment of Model Degree College in 12 districts of Assam_at Kakopathar in Tinsukia Dist_Package MDC_11,No,NA,NA,Open Tender,Works,Item Rate,1,2017-07-03 16:00:00,No,SMC/04/2017/1 Dated Guwahati the 28th Feb 2017,83992300,30-03-2017 15:00,180,Civil Works - Building
id-4.337,ocds-kjhdrl-2017_PWBNH_1887_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1887_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_1887_1,To be Opened,Construction of Brick boundary wall at back and right side of Judicial officer quarter and staff quarter campus at Lower Judicial Court Dhakuakhana District Lakhimpur,No,NA,NA,Open Tender,Works,Item Rate,2,2017-09-03 13:00:00,No,SE/TB/TEN/29/2016-17/4394 Dated 28.02.2017,2662200,21-03-2017 15:00,180,Civil Works - Building
id-4.338,ocds-kjhdrl-2017_PWBNH_1876_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1876_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_1876_1,Technical Evaluation,Construction of District Judicial Court Building G Plus 3 at Sivasagar Assam Group_C Providing Air Conditioner system Group_C,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-03 15:00:00,No,CE/BLD/ELECT/6/93/Pt-III /6 Date 07/03/2017,3287820,14-03-2017 14:30,180,Electrical Works
id-4.339,ocds-kjhdrl-2017_PWBNH_1978_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_1978_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_1978_1,Technical Evaluation,Construction of Prop Waiting pavilion for visitor at the Ministers colony Dispur Guwahati 6,No,NA,NA,Open Tender,Works,Item Rate,4,2017-03-23 16:00:00,No,CS/T/BD/23/2016/03 Dated the17th March 2017,5947000,01-04-2017 11:00,180,Civil Works - Building
id-4.340,ocds-kjhdrl-2017_PWBNH_2066_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2066_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_2066_1,Technical Bid Opening,1_Installation of inbuilt fire hydrant system comprising the CJM Court and District and Session Judges building at Morigaon 2_Installation of inbuilt fire hydrant system comprising the CJM Court and District and Session Judges building at Morigaon,No,NA,NA,Open Tender,Works,Item Rate,5,2017-06-04 15:00:00,No,SE/BII/CS/62/2016-17/3690-3700 Dated 22nd 2017,8868061,12-04-2017 14:30,180,Electrical Works
id-4.341,ocds-kjhdrl-2017_PWBNH_2136_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2136_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_2136_1,Technical Evaluation,Construction of Ground Floor part and First Floor Part Assam Type of the Two Storied G Plus AT School building for Palasbari Girls High School at Palasbari,No,NA,NA,Open Tender,Works,Item Rate,6,2017-04-18 17:00:00,No,"SMC/11/2017/2 Dated Guwahati the 11th April, 2017",10751200,29-04-2017 11:00,180,Civil Works - Building
id-4.342,ocds-kjhdrl-2017_PWBNH_2198_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2198_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_2198_1,AOC,Construction of BOP at Moinajuli in Lakhimpur District under Border Area Development Fund for the year 2015-16,No,NA,NA,Open Tender,Works,Item Rate,4,2017-02-05 13:00:00,No,SE/TB/TEN/01/2017-18/58 Dt.13.04.2017,6926887,15-05-2017 15:00,180,Civil Works - Building
id-4.343,ocds-kjhdrl-2017_PWBNH_2275_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2275_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_2275_1,To be Opened,Implementation of Scheme under State Specific Fund for up gradation of B O P and strengthening of road communication 2015 16 at Gorbasti in Golaghat district,No,NA,NA,Open Tender,Works,Item Rate,2,2017-05-18 16:00:00,No,"BN/11/2017/5 Dated 15th May,2017 Gorbasti",10476700,31-05-2017 15:00,180,Civil Works - Building
id-4.344,ocds-kjhdrl-2017_PWBNH_2394_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2394_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_2394_1,To be Opened,"Construction of Temporary Pandals_Camps and Langar at Naharbari Hill Top,   in connection with the Ambubasi mela for 2017 at Guwahati",No,NA,NA,Open Tender,Works,Item Rate,0,2017-03-06 18:00:00,No,CS/T/BD/10/2017/1 Dated 02.06.2017_Naharbari,5302070,09-06-2017 11:30,180,Civil Works - Building
id-4.345,ocds-kjhdrl-2017_PWBNH_2502_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2502_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_2502_1,Technical Evaluation,"CONSTRUCTION OF NEW CIRCUIT HOUSE 2_Two Storied_AT JONAI, DHEMAJI",No,NA,NA,Open Tender,Works,Item Rate,4,2017-06-14 13:00:00,No,SMC/08/2017 /2  Dated Guwahati the 6th June 2017,13418000,04-07-2017 11:00,180,Civil Works - Building
id-4.346,ocds-kjhdrl-2017_PWBNH_2598_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2598_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_2598_1,To be Opened,Upgradation and Constn Work at IGAS SSC and NS at Ghy in connection with FIFA U 17 World Cup India 2017 at IGAS SSC Ghy Addl Work Phase II Providing S.S. Railing and VIP folding Chair at Upper Tier of West Stand Civil Work,No,NA,NA,Open Tender,Works,Item Rate,1,2017-03-07 14:30:00,No,CS/SE(B-I)/732/2017-18/1463 dtd.01-07-2017,5018000,10-07-2017 13:30,180,Civil Works - Building
id-4.347,ocds-kjhdrl-2017_PWBNH_2591_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2591_1,Offline,tender,2016-2017,Public Works Building and NH Department,2017_PWBNH_2591_1,To be Opened,Upgradation and Constn Work at IGAS SSC and NS at Ghy in connection with FIFA U 17 World Cup India 2017 at IGAS SSC Ghy Addl Work Phase II Landscaping around the IGA Stadium and Developing and Leveling the VIP and Media Parking Area Civil Work,No,NA,NA,Open Tender,Works,Item Rate,2,2017-01-07 16:00:00,No,CS/SE(B-I)/742/2017-18/1418-24 dtd.01-07-2017,2583000,07-07-2017 11:00,180,Civil Works - Building
id-4.348,ocds-kjhdrl-2017_PWBNH_2767_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2767_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_2767_1,Technical Evaluation,Renovation of utility Service (Street Light) in KM 134_200 to 144_00 of  NH-37 in the State of Assam from  Satmile point near Guwahati University bye Pass to VIP Fly-Over,No,NA,NA,Open Tender,Works,Item Rate,5,2017-07-21 15:00:00,No,CE/BLD/ELECT/06/93/Pt-IV/ 26 Dtd 15.07.2017_SL 04,15222909,27-07-2017 14:30,180,Chemicals/Minerals
id-4.349,ocds-kjhdrl-2017_PWBNH_2852_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_PWBNH_2852_1,Offline,tender,2017-2018,Public Works Building and NH Department,2017_PWBNH_2852_1,AOC,"Balance work for construction of EAC Qtr 2 (two) units, Ground Floor only at Gohpur in the District of Biswanath.(Civil works including retrofitting works, Sanitary and Water Supply works and Electrical works)",No,NA,NA,Open Tender,Works,Item Rate,2,2017-07-31 15:00:00,No,SE/TB/TEN/03/2017-18/651 Dt.13/07/2017,2584162,18-08-2017 11:00,180,Civil Works - Building
