_link,_link_main,code,type,title,type.1,dueDate,title.1,dueDate.1
id-10.2437.tender.milestones.0,id-10.2437,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2438.tender.milestones.0,id-10.2438,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2439.tender.milestones.0,id-10.2439,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2440.tender.milestones.0,id-10.2440,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2441.tender.milestones.0,id-10.2441,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2442.tender.milestones.0,id-10.2442,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2443.tender.milestones.0,id-10.2443,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2444.tender.milestones.0,id-10.2444,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2445.tender.milestones.0,id-10.2445,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2446.tender.milestones.0,id-10.2446,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2447.tender.milestones.0,id-10.2447,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2448.tender.milestones.0,id-10.2448,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2449.tender.milestones.0,id-10.2449,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2450.tender.milestones.0,id-10.2450,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2451.tender.milestones.0,id-10.2451,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2452.tender.milestones.0,id-10.2452,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2453.tender.milestones.0,id-10.2453,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2454.tender.milestones.0,id-10.2454,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2455.tender.milestones.0,id-10.2455,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2456.tender.milestones.0,id-10.2456,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2457.tender.milestones.0,id-10.2457,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2458.tender.milestones.0,id-10.2458,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2459.tender.milestones.0,id-10.2459,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2460.tender.milestones.0,id-10.2460,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2461.tender.milestones.0,id-10.2461,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2462.tender.milestones.0,id-10.2462,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2463.tender.milestones.0,id-10.2463,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2464.tender.milestones.0,id-10.2464,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2465.tender.milestones.0,id-10.2465,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2466.tender.milestones.0,id-10.2466,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2467.tender.milestones.0,id-10.2467,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2468.tender.milestones.0,id-10.2468,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2469.tender.milestones.0,id-10.2469,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2470.tender.milestones.0,id-10.2470,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2471.tender.milestones.0,id-10.2471,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2472.tender.milestones.0,id-10.2472,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2473.tender.milestones.0,id-10.2473,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2474.tender.milestones.0,id-10.2474,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2475.tender.milestones.0,id-10.2475,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2476.tender.milestones.0,id-10.2476,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2477.tender.milestones.0,id-10.2477,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2478.tender.milestones.0,id-10.2478,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2479.tender.milestones.0,id-10.2479,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2480.tender.milestones.0,id-10.2480,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2481.tender.milestones.0,id-10.2481,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2482.tender.milestones.0,id-10.2482,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2483.tender.milestones.0,id-10.2483,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2484.tender.milestones.0,id-10.2484,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2485.tender.milestones.0,id-10.2485,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2486.tender.milestones.0,id-10.2486,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2487.tender.milestones.0,id-10.2487,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2488.tender.milestones.0,id-10.2488,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2489.tender.milestones.0,id-10.2489,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2490.tender.milestones.0,id-10.2490,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2491.tender.milestones.0,id-10.2491,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2492.tender.milestones.0,id-10.2492,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2493.tender.milestones.0,id-10.2493,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2494.tender.milestones.0,id-10.2494,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2495.tender.milestones.0,id-10.2495,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2496.tender.milestones.0,id-10.2496,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2497.tender.milestones.0,id-10.2497,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2498.tender.milestones.0,id-10.2498,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2499.tender.milestones.0,id-10.2499,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2500.tender.milestones.0,id-10.2500,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2501.tender.milestones.0,id-10.2501,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2502.tender.milestones.0,id-10.2502,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2503.tender.milestones.0,id-10.2503,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2504.tender.milestones.0,id-10.2504,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2505.tender.milestones.0,id-10.2505,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2506.tender.milestones.0,id-10.2506,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2507.tender.milestones.0,id-10.2507,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2508.tender.milestones.0,id-10.2508,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2509.tender.milestones.0,id-10.2509,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2510.tender.milestones.0,id-10.2510,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2511.tender.milestones.0,id-10.2511,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2512.tender.milestones.0,id-10.2512,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2513.tender.milestones.0,id-10.2513,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2514.tender.milestones.0,id-10.2514,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2515.tender.milestones.0,id-10.2515,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2516.tender.milestones.0,id-10.2516,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2517.tender.milestones.0,id-10.2517,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2518.tender.milestones.0,id-10.2518,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2519.tender.milestones.0,id-10.2519,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2520.tender.milestones.0,id-10.2520,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2521.tender.milestones.0,id-10.2521,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2522.tender.milestones.0,id-10.2522,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2523.tender.milestones.0,id-10.2523,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2524.tender.milestones.0,id-10.2524,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2525.tender.milestones.0,id-10.2525,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2526.tender.milestones.0,id-10.2526,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2527.tender.milestones.0,id-10.2527,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2528.tender.milestones.0,id-10.2528,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2529.tender.milestones.0,id-10.2529,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2530.tender.milestones.0,id-10.2530,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2531.tender.milestones.0,id-10.2531,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2532.tender.milestones.0,id-10.2532,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2533.tender.milestones.0,id-10.2533,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2534.tender.milestones.0,id-10.2534,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2535.tender.milestones.0,id-10.2535,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2536.tender.milestones.0,id-10.2536,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2537.tender.milestones.0,id-10.2537,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2538.tender.milestones.0,id-10.2538,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2539.tender.milestones.0,id-10.2539,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2540.tender.milestones.0,id-10.2540,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2541.tender.milestones.0,id-10.2541,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2542.tender.milestones.0,id-10.2542,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2543.tender.milestones.0,id-10.2543,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2544.tender.milestones.0,id-10.2544,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2545.tender.milestones.0,id-10.2545,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2546.tender.milestones.0,id-10.2546,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2547.tender.milestones.0,id-10.2547,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2548.tender.milestones.0,id-10.2548,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2549.tender.milestones.0,id-10.2549,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2550.tender.milestones.0,id-10.2550,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2551.tender.milestones.0,id-10.2551,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2552.tender.milestones.0,id-10.2552,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2553.tender.milestones.0,id-10.2553,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2554.tender.milestones.0,id-10.2554,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2555.tender.milestones.0,id-10.2555,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2556.tender.milestones.0,id-10.2556,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2557.tender.milestones.0,id-10.2557,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2558.tender.milestones.0,id-10.2558,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2559.tender.milestones.0,id-10.2559,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2560.tender.milestones.0,id-10.2560,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2561.tender.milestones.0,id-10.2561,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2562.tender.milestones.0,id-10.2562,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2563.tender.milestones.0,id-10.2563,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2564.tender.milestones.0,id-10.2564,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2565.tender.milestones.0,id-10.2565,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2566.tender.milestones.0,id-10.2566,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2567.tender.milestones.0,id-10.2567,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2568.tender.milestones.0,id-10.2568,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2569.tender.milestones.0,id-10.2569,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2570.tender.milestones.0,id-10.2570,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2571.tender.milestones.0,id-10.2571,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2572.tender.milestones.0,id-10.2572,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2573.tender.milestones.0,id-10.2573,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2574.tender.milestones.0,id-10.2574,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2575.tender.milestones.0,id-10.2575,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2576.tender.milestones.0,id-10.2576,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2577.tender.milestones.0,id-10.2577,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2578.tender.milestones.0,id-10.2578,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2579.tender.milestones.0,id-10.2579,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2580.tender.milestones.0,id-10.2580,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2581.tender.milestones.0,id-10.2581,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2582.tender.milestones.0,id-10.2582,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2583.tender.milestones.0,id-10.2583,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2584.tender.milestones.0,id-10.2584,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2585.tender.milestones.0,id-10.2585,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2586.tender.milestones.0,id-10.2586,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2587.tender.milestones.0,id-10.2587,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2588.tender.milestones.0,id-10.2588,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2589.tender.milestones.0,id-10.2589,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2590.tender.milestones.0,id-10.2590,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2591.tender.milestones.0,id-10.2591,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2592.tender.milestones.0,id-10.2592,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2593.tender.milestones.0,id-10.2593,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2594.tender.milestones.0,id-10.2594,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2595.tender.milestones.0,id-10.2595,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2596.tender.milestones.0,id-10.2596,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2597.tender.milestones.0,id-10.2597,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2598.tender.milestones.0,id-10.2598,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2599.tender.milestones.0,id-10.2599,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2600.tender.milestones.0,id-10.2600,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2601.tender.milestones.0,id-10.2601,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2602.tender.milestones.0,id-10.2602,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2603.tender.milestones.0,id-10.2603,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2604.tender.milestones.0,id-10.2604,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2605.tender.milestones.0,id-10.2605,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2606.tender.milestones.0,id-10.2606,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2607.tender.milestones.0,id-10.2607,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2608.tender.milestones.0,id-10.2608,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2609.tender.milestones.0,id-10.2609,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2610.tender.milestones.0,id-10.2610,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2611.tender.milestones.0,id-10.2611,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2612.tender.milestones.0,id-10.2612,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2613.tender.milestones.0,id-10.2613,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2614.tender.milestones.0,id-10.2614,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2615.tender.milestones.0,id-10.2615,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2616.tender.milestones.0,id-10.2616,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2617.tender.milestones.0,id-10.2617,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2618.tender.milestones.0,id-10.2618,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2619.tender.milestones.0,id-10.2619,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2620.tender.milestones.0,id-10.2620,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2621.tender.milestones.0,id-10.2621,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2622.tender.milestones.0,id-10.2622,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2623.tender.milestones.0,id-10.2623,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2624.tender.milestones.0,id-10.2624,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2625.tender.milestones.0,id-10.2625,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2626.tender.milestones.0,id-10.2626,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2627.tender.milestones.0,id-10.2627,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2628.tender.milestones.0,id-10.2628,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2629.tender.milestones.0,id-10.2629,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2630.tender.milestones.0,id-10.2630,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2631.tender.milestones.0,id-10.2631,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2632.tender.milestones.0,id-10.2632,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2633.tender.milestones.0,id-10.2633,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2634.tender.milestones.0,id-10.2634,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
id-10.2635.tender.milestones.0,id-10.2635,PreBid Meeting Date,assessment,Price Bid Opening Date,assessment,NA,Price Bid Opening Date,NA
